-3.68604651163	69	1
19.3139534884	103	1
-4.68604651163	104	1
-0.686046511628	77	1
-1.68604651163	64	1
-1.68604651163	98	1
8.31395348837	102	1
-1.68604651163	103	1
4.31395348837	107	1
5.31395348837	81	1
6.31395348837	78	1
-1.68604651163	93	1
-0.686046511628	87	1
7.31395348837	117	1
-0.686046511628	97	1
-4.68604651163	70	1
-4.68604651163	80	1
-3.68604651163	55	1
10.3139534884	112	1
-10.6860465116	47	1
0.313953488372	81	1
-0.686046511628	109	1
-4.68604651163	99	1
-1.68604651163	69	1
-5.68604651163	50	1
-6.68604651163	55	1
-10.6860465116	47	1
-3.68604651163	91	1
-1.68604651163	108	1
-3.68604651163	94	1
-8.68604651163	80	1
1.31395348837	113	1
-6.68604651163	54	1
-3.68604651163	99	1
-8.68604651163	52	1
-7.68604651163	56	1
-4.68604651163	50	1
1.31395348837	81	1
-9.68604651163	51	1
0.313953488372	97	1
-0.686046511628	81	1
9.31395348837	99	1
13.3139534884	122	1
2.31395348837	107	1
-7.68604651163	104	1
15.3139534884	126	1
-8.68604651163	43	1
-8.68604651163	61	1
-7.68604651163	44	1
-6.68604651163	68	1
-9.68604651163	42	1
0.313953488372	88	1
0.313953488372	106	1
2.31395348837	90	1
-6.68604651163	48	1
20.3139534884	117	1
-3.68604651163	69	1
-3.68604651163	97	1
-10.6860465116	51	1
8.31395348837	91	1
-6.68604651163	72	1
1.31395348837	93	1
-5.68604651163	72	1
0.313953488372	105	1
-3.68604651163	74	1
17.3139534884	118	1
-1.68604651163	86	1
-4.68604651163	57	1
1.31395348837	104	1
4.31395348837	106	1
-9.68604651163	42	1
0.313953488372	62	1
-1.68604651163	78	1
0.313953488372	105	1
-3.68604651163	85	1
-4.68604651163	97	1
21.3139534884	116	1
-0.686046511628	97	1
5.31395348837	89	1
-15.6860465116	48	1
3.31395348837	99	1
-0.686046511628	89	1
11.3139534884	91	1
30.3139534884	130	1
13.3139534884	114	1
17.3139534884	120	1
