69	-3.68604651163	1
103	19.3139534884	1
104	-4.68604651163	1
77	-0.686046511628	1
64	-1.68604651163	1
98	-1.68604651163	1
102	8.31395348837	1
103	-1.68604651163	1
107	4.31395348837	1
81	5.31395348837	1
78	6.31395348837	1
93	-1.68604651163	1
87	-0.686046511628	1
117	7.31395348837	1
97	-0.686046511628	1
70	-4.68604651163	1
80	-4.68604651163	1
55	-3.68604651163	1
112	10.3139534884	1
47	-10.6860465116	1
81	0.313953488372	1
109	-0.686046511628	1
99	-4.68604651163	1
69	-1.68604651163	1
50	-5.68604651163	1
55	-6.68604651163	1
47	-10.6860465116	1
91	-3.68604651163	1
108	-1.68604651163	1
94	-3.68604651163	1
80	-8.68604651163	1
113	1.31395348837	1
54	-6.68604651163	1
99	-3.68604651163	1
52	-8.68604651163	1
56	-7.68604651163	1
50	-4.68604651163	1
81	1.31395348837	1
51	-9.68604651163	1
97	0.313953488372	1
81	-0.686046511628	1
99	9.31395348837	1
122	13.3139534884	1
107	2.31395348837	1
104	-7.68604651163	1
126	15.3139534884	1
43	-8.68604651163	1
61	-8.68604651163	1
44	-7.68604651163	1
68	-6.68604651163	1
42	-9.68604651163	1
88	0.313953488372	1
106	0.313953488372	1
90	2.31395348837	1
48	-6.68604651163	1
117	20.3139534884	1
69	-3.68604651163	1
97	-3.68604651163	1
51	-10.6860465116	1
91	8.31395348837	1
72	-6.68604651163	1
93	1.31395348837	1
72	-5.68604651163	1
105	0.313953488372	1
74	-3.68604651163	1
118	17.3139534884	1
86	-1.68604651163	1
57	-4.68604651163	1
104	1.31395348837	1
106	4.31395348837	1
42	-9.68604651163	1
62	0.313953488372	1
78	-1.68604651163	1
105	0.313953488372	1
85	-3.68604651163	1
97	-4.68604651163	1
116	21.3139534884	1
97	-0.686046511628	1
89	5.31395348837	1
48	-15.6860465116	1
99	3.31395348837	1
89	-0.686046511628	1
91	11.3139534884	1
130	30.3139534884	1
114	13.3139534884	1
120	17.3139534884	1
